_id,singkat,hasil
17230,holiwud,hollywood
17231,homme,home
17232,homok,homo
17233,holiganisme,hooliganisme
17234,horee,hore
17235,horror,horor
17236,huu,hu
17237,hbungannya,hubungannya
17238,huchu,hucu
17239,huekekekek,hue
17240,huhh,huh
17241,heuheuheu,huhu
17242,huhu,huhu
17243,huhuhu,huhu
17244,huhuhuhu,huhu
17245,huhuu,huhu
17246,hukm,hukum
17247,hukim,hukum
17248,hkmnya,hukumnya
17249,homan,human
17250,hrd,human resources departement
17251,homor,humor
17252,hkbp,huria kristen batak protestan
17253,huruhara,huru hara
17254,hurup,huruf
17255,hrufny,hurufnya
17256,huss,hus
17257,husnuzon,husnuzan
17258,hutang2,hutang hutang
17259,http,hypertext transfer protocol
17260,https,hypertext transfer protocol over secure socket layer
17261,hyunk,hyung
17262,icanxlove,i can love
17263,ibukota,ibu kota
17264,ibulagi,ibu lagi
17265,idea,ide
17266,idolbyopera,idol by opera
17267,idolspektatop3,idol spektakuler top 3
17268,idolku,idolaku
17269,idolnya,idolanya
17270,ied,idulfitri
17271,hih,ih
17272,ich,ih
17273,ieu,ih
17274,ii,ih
17275,ish,ih
17276,ijasah,ijazah
17277,iluni,ikatan alumni universitas indonesia
17278,icmi,ikatan cendekiawan muslim indonesia
17279,ikami,ikatan kekeluargaan mahasiswa pelajar indonesia
17280,ikeafurniture,ikea furniture
17281,ihklas,ikhlas
17282,ikhlass,ikhlas
17283,iklanahokjahat,iklan ahok jahat
17284,ikuta,ikutan
17285,illah,ilah
17286,ilfil,ilfeel
17287,illias,ilias
17288,ilmah,ilmiah
17289,ilmu2,ilmu ilmu
17290,ipa,ilmu pengetahuan alam
17291,ips,ilmu pengetahuan sosial
17292,imagine,imajinasi
17293,imejin,imajinasi
17294,imaginenya,imajinasinya
17295,imanijer,imajiner
17296,iman2,iman iman
17297,imanx,imannya
17298,ijp,imbal jasa penjaminan
17299,imbasny,imbasnya
17300,imigrn,imigran
17301,imperialism,imperialisme
17302,imporâ,impor
17303,imporr,impor
17304,import,impor
17305,importnya,impornya
17306,importir2,importir importir
17307,impressions,impression
17308,icymi,in case you missed it
17309,incm,income
17310,inc,incorporate
17311,incumben,incumbent
17312,indahh,indah
17313,indahnyakebe,indahnya kebersamaan
17314,indek,indeks
17315,index,indeks
17316,ihsg,indeks harga saham gabungan
17317,ipk,indeks prestasi kumulatif
17318,indiehome,indihome
17319,isdv,indische sociaal democratische vereeniging
17320,indobet365,indobet 365
17321,indomartt,indomaret
17322,indomiah,indomie
17323,indonâ,indon
17324,indos,indon
17325,indoneisia,indonesia
17326,indones,indonesia
17327,indonesi,indonesia
17328,indonesiaa,indonesia
17329,indonesiaâ,indonesia
17330,indonesiaan,indonesia
17331,indonesiað,indonesia
17332,indons,indonesia
17333,indonsia,indonesia
17334,indonesiaafrika,indonesia afrika
17335,indonesiabangkit2019,indonesia bangkit 2019
17336,indonesiabertoleransi,indonesia bertoleransi
17337,indonesiabisa,indonesia bisa
17338,indochina,indonesia cina
17339,indonesiadamai,indonesia damai
17340,indonesiahebat,indonesia hebat
17341,iims,indonesia international motor show
17342,indonesiajuara,indonesia juara
17343,indonesiakuasaifreep,indonesia kuasai freeport
17344,indonesiakuasaifreeport,indonesia kuasai freeport
17345,ilc,indonesia lawyers club
17346,ilcboedionocentury,indonesia lawyers club boediono century
17347,ilcpki,indonesia lawyers club partai komunis indonesia
17348,ilcjokowiprabowoberbalaspantun,indonesia lawyers club prabowo berbalas pantun
17349,ilcprabowomenyerang,indonesia lawyers club prabowo menyerang
17350,imip,indonesia morowali industrial park
17351,ines,indonesia network election survey
17352,indonesiaraya,indonesia raya
17353,indonesiasatu,indonesia satu
17354,indonya,indonesianya
17355,iduk,induk
17356,indust,industri
17357,industi,industri
17358,industry,industri
17359,ikm,industri kecil menengah
17360,inewsdebatkandidat,inews debat kandidat
17361,inflas,inflasi
17362,infobudaya,info budaya
17363,infodesaku,info desaku
17364,infografis,info grafis
17365,infovalid,info valid
17366,infotech,informasi teknologi
17367,informasiunik,informasi unik
17368,infrastru,infrastruktur
17369,infrastruktor,infrastruktur
17370,infrastrutur,infrastruktur
17371,insfrasruktur,infrastruktur
17372,ingg,ing
17373,ingak,ingat
17374,ingatt,ingat
17375,ingat65,ingat 65
17376,ingat2,ingat ingat
17377,ingetanku,ingatanku
17378,ingatin,ingatkan
17379,inggrid,inggris
17380,ingris,inggris
17381,ingriss,inggris
17382,ingguk,inggu
17383,inibaruindonesia,ini baru indonesia
17384,inibaruwow,ini baru wow
17385,inilh,inilah
17386,ico,initial coinoffering
17387,injak2,injak injak
17388,injek2,injak injak
17389,inosen,innocent
17390,inqilabiah,inqilabi
17391,insidentil,insidental
17392,ir,insinyur
17393,insom,insomnia
17394,ipda,inspektur polisi dua
17395,ig,instagram
17396,instastory,instagram story
17397,instant,instan
17398,institusi2,institusi institusi
17399,iain,institut agama islam negeri
17400,ikj,institut kesenian jakarta
17401,iseas,institute of southeast asian studies
17402,inpres,instruksi presiden
17403,instructor,instruktur
17404,inshaa,insya
17405,inshaalaah,insyaallah
17406,inshaallah,insyaallah
17407,inshallah,insyaallah
17408,intelejen,intelijen
17409,iq,intelligence quotient
17410,intetnal,internal
17411,internesyenel,international
17412,internationalâ,international
17413,iaaf,international association of athletics federations
17414,iacs2018,international association of classification societies
17415,ibf,international badminton federation
17416,imf,international monetary fund
17417,initi,inti
17418,intimidasi2,intimidasi intimidasi
17419,intine,intinya
17420,intinye,intinya
17421,intshar,intizhar
17422,inusgelo,inus gila
17423,invansi,invasi
17424,invest,investasi
17425,ipadnews,ipad news
17426,iphone8,iphone 8
17427,iq200sekolem,iq 200 sekolam
17428,iq200,iq200
17429,irrational,irasional
17430,irrasionalitas,irasionalitas
17431,isaach,isaac
17432,isina,isinya
17433,isine,isinya
17434,isla,islam
17435,islamindonesia,islam indonesia
17436,islamituramahbukanmarah,islam itu ramah bukan marah
17437,islammoderat,islam moderat
17438,islamnusantara,islam nusantara
17439,isnus,islam nusantara
17440,islamterkini,islam terkini
17441,islamicwealthmanagement,islamic wealth management
17442,islmis,islamis
17443,israâ,israel
17444,istanakepresidenan,istana kepresidenan
17445,istlhnya,istilahnya
17446,istrimewa,istimewa
17447,istimroriah,istimroriyah
17448,isiu,isu
17449,issu,isu
17450,issue,isu
17451,isue,isu
17452,isyu,isu
17453,issue2,isu isu
17454,isu2,isu isu
17455,itâ,it
17456,itali,italia
17457,hooh,iya
17458,hook,iya
17459,iah,iya
17460,ikr,iya gue tau
17461,ijin,izin
17462,ijinin,izinkan
17463,ijinkan,izinkan
17464,israil,izrail
17465,hongkok,jongkok
17466,hasian,kasihan
17467,hayalan,khayalan
17468,hayalanmu,khayalanmu
17469,hianat,khianat
17470,hianati,khianati
17471,ilatmu,lidahmu
17472,iseh,masih
17473,isih,masih
17474,isengin,mengisengi
17475,improv,meningkatkan
17476,hoaalaah,oalah
17477,ho,oh
17478,hoo,oh
17479,hooy,oi
17480,horang,orang
17481,holkay,orang kaya
17482,incomenya,pemasukannya
17483,hankam,pertahanan dan keamanan
17484,inces,princess
17485,hengget,ringgit
17486,idr,rupiah
17487,hayang,sayang
17488,honestly,sejujurnya
17489,hbdkangdedi,selamat ulang tahun kang dedi
17490,hbd17thpelautjkt48,selamat ulang tahun pelaut jkt48
17491,hashtag,tagar
17492,hatstag,tagar
17493,hastagnya,tagarnya
17494,haturnuhunjokowi,terima kasih jokowi
17495,idak,tidak
17496,hua,wah
17497,hueww,wow
17498,kapindiang,bangsat
17499,kambek,comeback
17500,kata2in,ejek
17501,katain,ejek
17502,jentel,gentle
17503,jahahaha,haha
17504,jajahaahha,haha
17505,kahkahkah,haha
17506,kahkhakkah,haha
17507,kajakajakajakaja,haha
17508,kakakakakka,haha
17509,itung,hitung
17510,itung2,hitung hitung
17511,itunganya,hitungannya
17512,izazah,ijazah
17513,ite,informasi transaksi elektronik
17514,itb,institut teknologi bandung
17515,iti,institut teknologi indonesia
17516,italy,italia
17517,kae,itu
17518,ituâ,itu
17519,itu2,itu itu
17520,iyess,iya
17521,iyo,iya
17522,iye,iya
17523,iyamas,iya mas
17524,iyain,iyakan
17525,iyuuh,iyuh
17526,iyuuhh,iyuh
17527,iup,izin usaha pertambangan
17528,iupk,izin usaha pertambangan khusus
17529,jbatan,jabatan
17530,jabatan2,jabatan jabatan
17531,jable,jablay
17532,jeksen,jackson
17533,jad,jadi
17534,jadicuriga,jadi curiga
17535,jadi2an,jadi jadian
17536,jadinyaa,jadinya
17537,jag,jaga
17538,jagankri,jaga negara kesatuan republik indonesia
17539,jahanamm,jahanam
17540,jahannam,jahanam
17541,jahaatt,jahat
17542,jaitan,jahitan
17543,jekardah,jakarta
17544,jeketi,jakarta
17545,jkt58,jakarta 58
17546,jakartabanjir,jakarta banjir
17547,jabodetabekpunjur,jakarta bogor depok tangerang bekasi puncak cianjur
17548,jiexpo,jakarta international expo
17549,jakartakece,jakarta kece
17550,jksel,jakarta selatan
17551,jakut,jakarta utara
17552,jpu,jaksa penuntut umum
17553,jaln,jalan
17554,jalanjalan,jalan jalan
17555,jalanjalansiang,jalan jalan siang
17556,jam2,jam jam
17557,jamkos,jam kosong
17558,jaancuuk,jancuk
17559,jancik,jancuk
17560,jancok,jancuk
17561,jiancok,jancuk
17562,jancok2,jancuk jancuk
17563,jancukers,jancuker
17564,jande,janda
17565,janga,jangan
17566,jangn,jangan
17567,jingan,jangan
17568,jnhan,jangan
17569,janganasem,jangan asem
17570,jongon2,jangan jangan
17571,jangan2nanti,jangan jangan nanti
17572,jgnkorupsi,jangan korupsi
17573,jgnkan,jangankan
17574,jngnkan,jangankan
17575,jangnlan,janganlah
17576,jgnlah,janganlah
17577,jngnlah,janganlah
17578,jangkakan,jangkauan
17579,janhkungan,jangkungan
17580,janji2,janji janji
17581,janji2nya,janji janjinya
17582,janjinyaâ,janjinya
17583,jsntung,jantung
17584,jaringann,jaringan
17585,jasat,jasad
17586,jatidiri,jati diri
17587,jauuh,jauh
17588,jauh2,jauh jauh
17589,jowo,jawa
17590,jawabarat,jawa barat
17591,jabarhasanah2aja,jawa barat hasanah 2 saja
17592,jabarjuara,jawa barat juara
17593,jawapos,jawa pos
17594,jateng,jawa tengah
17595,jatengâ,jawa tengah
17596,jawatengah,jawa tengah
17597,jatenggayeng,jawa tengah gayeng
17598,jatenggayeng1xlagi,jawa tengah gayeng 1 kali lagi
17599,jatengmuktitanpakorupsi,jawa tengah mukti tanpa korupsi
17600,jatengnya,jawa tengahnya
17601,jatim,jawa timur
17602,jawatimur,jawa timur
17603,jatimsedulur,jawa timur bersaudara
17604,jayapmii,jaya pergerakan mahasiswa islam indonesia
17605,jajirah,jazirah
17606,jeezz,jazz
17607,jbjbnya,jb jbnya
17608,jeblosin,jebloskan
17609,jebolin,jebolkan
17610,johovah,jehovah
17611,jls,jelas
17612,jlas,jelas
17613,jelasin,jelaskan
17614,jele,jelek
17615,jeles,jelus
17616,jamangah,jemaah
17617,jamaahnya,jemaahnya
17618,jembatâ,jembat
17619,jembatanâ,jembatan
17620,jiamput,jembut
17621,jimput,jemput
17622,jemiran,jemuran
17623,jengkoleun,jengkolan
17624,jenis2,jenis jenis
17625,jepitin,jepitkan
17626,jerit2,jerit jerit
17627,jersey4sale,jersey for sale
17628,jes,jess
17629,jfcolourday,jfc colour day
17630,jahh,jiah
17631,jha,jiah
17632,jiaahh,jiah
17633,jhiahaha,jiah haha
17634,jiahahahh,jiah haha
17635,jibriel,jibril
17636,jijay,jijik
17637,jijiq,jijik
17638,jyjyk,jijik
17639,jikaâ,jika
17640,jka,jika
17641,jilet,jilat
17642,jilat2,jilat jilat
17643,jilmek,jilat memek
17644,jilatin,jilati
17645,jlatin,jilati
17646,jilbob,jilboobs
17647,jilboob,jilboobs
17648,jliid,jilid
17649,jeplak,jiplak
17650,jdt,johor darul takzim
17651,join2019,join 2019
17652,joinindonesia,join indonesia
17653,joinjombang,join jombang
17654,joinkalsel,join kalimatan selatan
17655,joinkalsel2019,join kalimatan selatan 2019
17656,joinri,join republik indonesia
17657,jokodri,joko driyono
17658,jokowers,jokower
17659,jkowi,jokowi
17660,jkw,jokowi
17661,jkwi,jokowi
17662,jokow,jokowi
17663,jokowii,jokowi
17664,jolowi,jokowi
17665,jokahok,jokowi ahok
17666,jasmev,jokowi ahok social media volunteer
17667,jokowiajakmasyarakatoptimistis,jokowi ajak masyarakat optimis
17668,jokowiajakulamase,jokowi ajak ulama sejukkan pemilihan kepala daerah
17669,jokowiajakulamasejukkanpilkada,jokowi ajak ulama sejukkan pemilihan kepala daerah
17670,jokowibersamaulama,jokowi bersama ulama
17671,jokowiblusukanpapua,jokowi blusukan papua
17672,jokowicakimin,jokowi cak imin
17673,jokowicakimin2019,jokowi cak imin 2019
17674,jokowicintaulama,jokowi cinta ulama
17675,jkw2periode,jokowi dua periode
17676,jokowi2pe,jokowi dua periode
17677,jokowi2periode,jokowi dua periode
17678,jokowi2priode,jokowi dua periode
17679,jokowiduaperiode,jokowi dua periode
17680,jokowiend,jokowi end
17681,jokowiend2019,jokowi end 2019
17682,jokopret,jokowi kampret
17683,jokodok,jokowi kodok
17684,jokowok,jokowi kodok
17685,jokowor,jokowi kodok
17686,jokowikunkerj,jokowi kunjungan kerja
17687,jokowiagain,jokowi lagi
17688,jokowimajukanekonomiumat,jokowi majukan ekonomi umat
17689,jokowimembangunindonesia,jokowi membangun indonesia
17690,jokowipacupromosiasiangames,jokowi pacu promosi asian games
17691,jokowipercepatpenyediaanperumahan,jokowi percepat penyediaan perumahan
17692,jokowipilihanterbaik2019,jokowi pilihan terbaik 2019
17693,jokowipresidenterpilih2019,jokowi presiden terpilih 2019
17694,jokowipresidenkukerjanyata,jokowi presidenku kerja nyata
17695,jokowipuan,jokowi puan
17696,jokowiradikal,jokowi radikal
17697,jokowiaja,jokowi saja
17698,jokowisayangipapua,jokowi sayangi papua
17699,jokowisekalilagi,jokowi sekali lagi
17700,jokowiselesaikankertajati,jokowi selesaikan kertajati
17701,jokowisemakinku,jokowi semakin kuat
17702,jokowisilaturahmidenganulama,jokowi silaturahmi dengan ulama
17703,jokowikunkerjabar,jokowikunjungan kerja jawa barat
17704,jolok2,jolok jolok
17705,jombangemerlap,jombang gemerlap
17706,jomblo,jomlo
17707,jjkp,jomlo jablay kebelet pacaran
17708,jonanjos,jonan jos
17709,jongos2,jongos jongos
17710,jorok2,jorok jorok
17711,jorokin,jorokkan
17712,jualforedijogja,jual foredi yogyakarta
17713,jual2,jual jual
17714,jualab,jualan
17715,jualin,jualkan
17716,jug,juga
17717,jugaâ,juga
17718,jugaaih,juga
17719,juha,juga
17720,jgdiimpor,juga diimpor
17721,junjunan,jujungan
17722,junjunanmu,jujunganmu
17723,junjunannya,jujungannya
17724,junjunganya,jujungannya
17725,jurdil,jujur adil
17726,jujur2,jujur jujur
17727,jupe,julia perez
17728,julukin,julukan
17729,jumaat,jumat
17730,jumatberkah,jumat berkah
17731,juml,jumlah
17732,jumplitan,jumpalitan
17733,jamping,jumping
17734,june,juni
17735,jr,junior
17736,jubli,juru beli
17737,jubir,juru bicara
17738,juruselamat,juru selamat
17739,juruslamat,juru selamat
17740,justkidding,just kidding
17741,juve,juventus
17742,kabarin,kabari
17743,kbinet,kabinet
17744,kab,kabupaten
17745,kabor,kabur
17746,kabuurr,kabur
17747,kbur,kabur
17748,kabur2a,kabur kaburan
17749,kacamat,kacamata
17750,kacaoo,kacau
17751,kacauð,kacau
17752,kachung,kacung
17753,kacung2,kacung kacung
17754,kdnk,kadang
17755,kadangkadang,kadang kadang
17756,kdang2,kadang kadang
17757,kader2,kader kader
17758,kader2nya,kader kadernya
17759,kafeer,kafir
17760,kafr,kafir
17761,kapirin,kafirin
17762,kafirin,kafirkan
17763,kapirun,kafirun
17764,kagetgw,kaget gue
17765,kaisoofact,kaisoo fact
17766,kaitanny,kaitannya
17767,kajakk,kajak
17768,kakak2,kakak kakak
17769,kating,kakak tingkat
17770,kalao,kalau
17771,kalauhitamkatakanhitambegitupulasebaliknya,kalau hitam katakan hitam begitu pula sebaliknya
17772,kalaupribumi,kalau pribumi
17773,kalopun,kalaupun
17774,kalemm,kalem
17775,kalem2,kalem kalem
17776,kalean,kalian
17777,kalyaann,kalian
17778,kalian2,kalian kalian
17779,kalbar,kalimantan barat
17780,kalteng,kalimantan tengah
17781,kaltim,kalimantan timur
17782,kadin,kamar dagang dan industri
17783,kambiang,kambing
17784,kambink,kambing
17785,kamibersamapanglima,kami bersama panglima
17786,kamibersamaulama,kami bersama ulama
17787,kamiganjaryasin,kami ganjar yasin
17788,kami2,kami kami
17789,kamimautgb,kami mau tuan guru bajang
17790,kamimautgbdrm,kami mau tuan guru bajang
17791,kampnye,kampanye
17792,kampanyeahokjahat,kampanye ahok jahat
17793,kamoanyeberadap,kampanye beradab
17794,kampanyein,kampanyekan
17795,kamfret,kampret
17796,kamfrett,kampret
17797,kampet,kampret
17798,kampreet,kampret
17799,kampretos,kampret
17800,kamprett,kampret
17801,kampretzz,kampret
17802,kamprey,kampret
17803,kamvret,kampret
17804,kampret2,kampret kampret
17805,kampreters,kampreter
17806,kampay,kampung payah
17807,katrok,kampungan
17808,kamseupay,kampungan sekali udik payah
17809,kamutu,kamu itu
17810,kajus,kamus
17811,kbbi,kamus besar bahasa indonesia
17812,kant,kan
17813,kantaibanget,kan tai banget
17814,kaanal,kanal
17815,kandaq,kandang
17816,kandangbant3ng,kandang banteng
17817,kandidatbicara,kandidat bicara
17818,kantoikanâ,kantoikan
17819,kantong2,kantong kantong
17820,kapal2,kapal kapal
17821,kapalkemanusiaan,kapal kemanusiaan
17822,karomah,karamah
17823,karana,karena
17824,karenaa,karena
17825,karolingidot2,karolin gidot 2
17826,karusn,karuan
17827,kariawan,karyawan
17828,kary,karyawan
17829,kasib,kasih
17830,kasoh,kasih
17831,kasihtau,kasih tau
17832,kasis,kasus
17833,kasus2,kasus kasus
17834,katakita,kata kita
17835,katamereka,kata mereka
17836,katawarganet,kata warganet
17837,katanye,katanya
17838,katerdral,katedral
17839,katholik,katolik
17840,kaau,kau
17841,kao,kau
17842,kauu,kau
17843,kaw,kau
17844,kaulemparkan,kau lemparkan
17845,kaulahh,kaulah
17846,kaun,kaum
17847,kaum2,kaum kaum
17848,kaplingan,kaveling
17849,kawalpetani,kawal petani
17850,kawan2,kawan kawan
17851,kawan2nya,kawan kawannya
17852,kawasn,kawasan
17853,kawen,kawin
17854,kahwinkanlah,kawinkanlah
17855,kayah,kaya
17856,kaye,kaya
17857,kayk,kayak
17858,kayanua,kayaknya
17859,kearab,ke arab
17860,kearah,ke arah
17861,keatas,ke atas
17862,kebawah,ke bawah
17863,kebulan,ke bulan
17864,kechina,ke cina
17865,kedalam,ke dalam
17866,kedalem,ke dalam
17867,kedepan,ke depan
17868,keadilandistribusitanah,keadilan distribusi tanah
17869,keadilantanah,keadilan tanah
17870,kantip,keamanan dan ketertiban
17871,kambtibmas,keamanan dan ketertiban masyarakat
17872,kamtibmas,keamanan dan ketertiban masyarakat
17873,kebahagian,kebahagiaan
17874,kebangeten,kebangetan
17875,kebangaan,kebanggaan
17876,kakean,kebanyakan
17877,kalobaan,kebanyakan
17878,kbanyakan,kebanyakan
17879,kbnyakan,kebanyakan
17880,keakehan,kebanyakan
17881,kebany,kebanyakan
17882,kebanyakkan,kebanyakan
17883,kebanyakn,kebanyakan
17884,kebnyakan,kebanyakan
17885,kebnykkan,kebanyakan
17886,kebbsan,kebebasan
17887,kebeler,kebelet
17888,kebelet2periode,kebelet dua periode
17889,kberdaan,keberadaan
17890,kberagamn,keberagaman
17891,kebeehasilan,keberhasilan
17892,kbrkhn,keberkahan
17893,kebinekaan,kebhinekaan
17894,kebijakam,kebijakan
17895,kebohongan2,kebohongan kebohongan
17896,kebusukab,kebusukan
17897,kec,kecamatan
17898,kecmatan,kecamatan
17899,kecapean,kecapaian
17900,keceh,kece
17901,kecebobg,kecebong
17902,kecebong2,kecebong kecebong
17903,kecepat,kecepatan
17904,kecink,kecing
17905,kedaikopi,kedai kopi
17906,kedsmaian,kedamaian
17907,kedanim3,kedanim
17908,kdepan,kedepan
17909,kederr,keder
17910,kdri,kediri
17911,kedongoan,kedunguan
17912,kedubes,kedutaan besar
17913,kakiatan,kekuatan
17914,kalak,kelak
17915,kbhi,kelompok bimbingan ibadah haji
17916,k3mbali,kembali
17917,kadis,kepala dinas
17918,kapolda,kepala kepolisian daerah
17919,kapolri,kepala kepolisian republik indonesia
17920,kapolrinya,kepala kepolisian republik indonesianya
17921,kapolres,kepala kepolisian resor
17922,kapolsek,kepala kepolisian sektor
17923,kanit,kepala unit
17924,katulistiwa,khatulistiwa
17925,kasn,komisi aparatur sipil negara
17926,kaa63tahun,konferensi tingkat tinggi asia afrika enam puluh tiga tahun
17927,jelek2in,menjelekkan
17928,jelekkan,menjelekkan
17929,jelekkin,menjelekkan
17930,jalok,minta
17931,jenenge,namanya
17932,jelema,orang
17933,jelemana,orangnya
17934,jpollin,pollin
17935,jpolling,polling
17936,kabehh,semua
17937,kabehsedulur,semua bersaudara
17938,kabehsedulurkabehmakmur,semua bersaudara semua makmur
17939,kabehmakmur,semua makmur
17940,kecekik,tercekik
17941,keciduk,terciduk
17942,kecyduk,terciduk
17943,kebacut,terlanjur
17944,jebole,ternyata
